iso_code,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,diabetes_prevalence
ABW,Aruba,3/13/2020,2,2,0,0,18.733,18.733,0,0,0,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,3/20/2020,4,2,0,0,37.465,18.733,0,0,30.56,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,3/24/2020,12,8,0,0,112.395,74.93,0,0,44.84,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,3/25/2020,17,5,0,0,159.227,46.831,0,0,44.84,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,3/26/2020,19,2,0,0,177.959,18.733,0,0,44.84,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,3/27/2020,28,9,0,0,262.256,84.296,0,0,44.84,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,3/28/2020,28,0,0,0,262.256,0,0,0,44.84,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,3/29/2020,28,0,0,0,262.256,0,0,0,83.46,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,3/30/2020,50,22,0,0,468.314,206.058,0,0,83.46,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,4/1/2020,55,5,0,0,515.145,46.831,0,0,83.46,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,4/2/2020,55,0,0,0,515.145,0,0,0,83.46,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,4/3/2020,60,5,0,0,561.977,46.831,0,0,83.46,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,4/4/2020,62,2,0,0,580.709,18.733,0,0,83.46,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,4/5/2020,64,2,0,0,599.442,18.733,0,0,83.46,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,4/6/2020,64,0,0,0,599.442,0,0,0,83.46,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,4/7/2020,71,7,0,0,665.006,65.564,0,0,83.46,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,4/8/2020,74,3,0,0,693.105,28.099,0,0,83.46,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,4/9/2020,77,3,0,0,721.203,28.099,0,0,83.46,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,4/10/2020,82,5,0,0,768.035,46.831,0,0,86.11,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,4/11/2020,86,4,0,0,805.5,37.465,0,0,83.46,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,4/12/2020,92,6,0,0,861.698,56.198,0,0,86.11,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,4/13/2020,92,0,0,0,861.698,0,0,0,86.11,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,4/14/2020,92,0,0,0,861.698,0,0,0,83.46,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,4/15/2020,92,0,0,0,861.698,0,0,0,83.46,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,4/16/2020,93,1,1,1,871.064,9.366,9.366,9.366,83.46,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,4/17/2020,95,2,1,0,889.796,18.733,9.366,0,83.46,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,4/18/2020,96,1,2,1,899.163,9.366,18.733,9.366,86.24,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,4/19/2020,96,0,2,0,899.163,0,18.733,0,86.24,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,4/20/2020,97,1,2,0,908.529,9.366,18.733,0,83.46,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,4/21/2020,97,0,2,0,908.529,0,18.733,0,83.46,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,4/22/2020,97,0,2,0,908.529,0,18.733,0,83.46,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,4/23/2020,100,3,2,0,936.628,28.099,18.733,0,83.46,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,4/24/2020,100,0,2,0,936.628,0,18.733,0,83.46,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,4/25/2020,100,0,2,0,936.628,0,18.733,0,83.46,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,4/26/2020,100,0,2,0,936.628,0,18.733,0,83.46,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,4/27/2020,100,0,2,0,936.628,0,18.733,0,83.46,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,4/28/2020,100,0,2,0,936.628,0,18.733,0,83.46,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,4/29/2020,100,0,2,0,936.628,0,18.733,0,83.46,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,4/30/2020,100,0,2,0,936.628,0,18.733,0,83.46,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,5/1/2020,100,0,2,0,936.628,0,18.733,0,83.46,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,5/2/2020,100,0,2,0,936.628,0,18.733,0,83.46,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,5/3/2020,100,0,2,0,936.628,0,18.733,0,83.46,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,5/4/2020,100,0,2,0,936.628,0,18.733,0,80.82,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,5/5/2020,100,0,2,0,936.628,0,18.733,0,80.82,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,5/6/2020,100,0,2,0,936.628,0,18.733,0,80.82,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,5/7/2020,101,1,2,0,945.994,9.366,18.733,0,80.82,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,5/8/2020,101,0,3,1,945.994,0,28.099,9.366,80.82,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,5/9/2020,101,0,3,0,945.994,0,28.099,0,80.82,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,5/10/2020,101,0,3,0,945.994,0,28.099,0,80.82,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,5/11/2020,101,0,3,0,945.994,0,28.099,0,80.82,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,5/12/2020,101,0,3,0,945.994,0,28.099,0,80.82,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,5/13/2020,101,0,3,0,945.994,0,28.099,0,80.82,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,5/14/2020,101,0,3,0,945.994,0,28.099,0,80.82,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,5/15/2020,101,0,3,0,945.994,0,28.099,0,80.82,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,5/16/2020,101,0,3,0,945.994,0,28.099,0,80.82,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,5/17/2020,101,0,3,0,945.994,0,28.099,0,80.82,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,5/18/2020,101,0,3,0,945.994,0,28.099,0,47.48,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,5/19/2020,101,0,3,0,945.994,0,28.099,0,47.48,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,5/20/2020,101,0,3,0,945.994,0,28.099,0,47.48,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,5/21/2020,101,0,3,0,945.994,0,28.099,0,47.48,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,5/22/2020,101,0,3,0,945.994,0,28.099,0,,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,5/23/2020,101,0,3,0,945.994,0,28.099,0,,106766,584.8,41.2,13.085,7.452,35973.781,11.62
ABW,Aruba,5/24/2020,101,0,3,0,945.994,0,28.099,0,,106766,584.8,41.2,13.085,7.452,35973.781,11.62
AFG,Afghanistan,12/31/2019,0,0,0,0,0,0,0,0,,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,1/1/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,1/2/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,1/3/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,1/4/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,1/5/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,1/6/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,1/7/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,1/8/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,1/9/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,1/10/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,1/11/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,1/12/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,1/13/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,1/14/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,1/15/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,1/16/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,1/17/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,1/18/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,1/19/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,1/20/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,1/21/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,1/22/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,1/23/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,1/24/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,1/25/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,1/26/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,1/27/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,1/28/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,1/29/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,1/30/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,1/31/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,2/1/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,2/2/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,2/3/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,2/4/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,2/5/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,2/6/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,2/7/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,2/8/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,2/9/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,2/10/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,2/11/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,2/12/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,2/13/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,2/14/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,2/15/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,2/16/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,2/17/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,2/18/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,2/19/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,2/20/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,2/21/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,2/22/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,2/23/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,2/24/2020,0,0,0,0,0,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,2/25/2020,1,1,0,0,0.026,0.026,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,2/26/2020,1,0,0,0,0.026,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,2/27/2020,1,0,0,0,0.026,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,2/28/2020,1,0,0,0,0.026,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,2/29/2020,1,0,0,0,0.026,0,0,0,0,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,3/1/2020,1,0,0,0,0.026,0,0,0,19.05,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,3/2/2020,1,0,0,0,0.026,0,0,0,21.83,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,3/8/2020,4,3,0,0,0.103,0.077,0,0,21.83,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,3/11/2020,7,3,0,0,0.18,0.077,0,0,21.83,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,3/15/2020,10,3,0,0,0.257,0.077,0,0,32.94,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,3/16/2020,16,6,0,0,0.411,0.154,0,0,32.94,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,3/17/2020,21,5,0,0,0.539,0.128,0,0,32.94,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,3/18/2020,22,1,0,0,0.565,0.026,0,0,36.11,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,3/19/2020,22,0,0,0,0.565,0,0,0,36.11,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,3/20/2020,22,0,0,0,0.565,0,0,0,36.11,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,3/21/2020,24,2,0,0,0.617,0.051,0,0,36.11,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,3/22/2020,24,0,0,0,0.617,0,0,0,36.11,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,3/23/2020,34,10,0,0,0.873,0.257,0,0,36.11,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,3/24/2020,40,6,1,1,1.028,0.154,0.026,0.026,44.05,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,3/25/2020,42,2,1,0,1.079,0.051,0.026,0,53.31,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,3/26/2020,75,33,1,0,1.927,0.848,0.026,0,53.31,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,3/27/2020,75,0,1,0,1.927,0,0.026,0,53.31,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,3/28/2020,91,16,2,1,2.338,0.411,0.051,0.026,61.25,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,3/29/2020,106,15,3,1,2.723,0.385,0.077,0.026,61.25,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,3/30/2020,114,8,4,1,2.928,0.206,0.103,0.026,61.25,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,3/31/2020,141,27,4,0,3.622,0.694,0.103,0,61.25,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,4/1/2020,166,25,4,0,4.264,0.642,0.103,0,61.25,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,4/2/2020,192,26,4,0,4.932,0.668,0.103,0,61.25,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,4/3/2020,235,43,4,0,6.037,1.105,0.103,0,61.25,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,4/4/2020,235,0,4,0,6.037,0,0.103,0,61.25,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,4/5/2020,270,35,5,1,6.936,0.899,0.128,0.026,72.36,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,4/6/2020,299,29,7,2,7.681,0.745,0.18,0.051,72.36,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,4/7/2020,337,38,7,0,8.657,0.976,0.18,0,72.36,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,4/8/2020,367,30,11,4,9.428,0.771,0.283,0.103,72.36,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,4/9/2020,423,56,14,3,10.866,1.439,0.36,0.077,72.36,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,4/10/2020,484,61,15,1,12.433,1.567,0.385,0.026,72.36,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,4/11/2020,521,37,15,0,13.384,0.95,0.385,0,72.36,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,4/12/2020,555,34,18,3,14.257,0.873,0.462,0.077,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,4/13/2020,607,52,18,0,15.593,1.336,0.462,0,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,4/14/2020,665,58,21,3,17.083,1.49,0.539,0.077,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,4/15/2020,714,49,23,2,18.341,1.259,0.591,0.051,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,4/16/2020,784,70,25,2,20.14,1.798,0.642,0.051,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,4/17/2020,794,10,29,4,20.396,0.257,0.745,0.103,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,4/18/2020,845,51,30,1,21.707,1.31,0.771,0.026,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,4/19/2020,908,63,30,0,23.325,1.618,0.771,0,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,4/20/2020,996,88,33,3,25.585,2.261,0.848,0.077,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,4/21/2020,1031,35,35,2,26.485,0.899,0.899,0.051,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,4/22/2020,1092,61,36,1,28.052,1.567,0.925,0.026,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,4/23/2020,1176,84,40,4,30.209,2.158,1.028,0.103,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,4/24/2020,1281,105,42,2,32.907,2.697,1.079,0.051,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,4/25/2020,1351,70,43,1,34.705,1.798,1.105,0.026,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,4/26/2020,1463,112,47,4,37.582,2.877,1.207,0.103,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,4/27/2020,1531,68,57,10,39.329,1.747,1.464,0.257,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,4/28/2020,1703,172,57,0,43.747,4.418,1.464,0,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,4/29/2020,1827,124,60,3,46.932,3.185,1.541,0.077,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,4/30/2020,1949,122,60,0,50.066,3.134,1.541,0,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,5/1/2020,2171,222,64,4,55.769,5.703,1.644,0.103,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,5/2/2020,2335,164,68,4,59.982,4.213,1.747,0.103,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,5/3/2020,2469,134,72,4,63.424,3.442,1.85,0.103,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,5/4/2020,2704,235,85,13,69.461,6.037,2.183,0.334,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,5/5/2020,2894,190,90,5,74.342,4.881,2.312,0.128,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,5/6/2020,3224,330,95,5,82.819,8.477,2.44,0.128,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,5/7/2020,3392,168,104,9,87.134,4.316,2.672,0.231,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,5/8/2020,3563,171,106,2,91.527,4.393,2.723,0.051,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,5/9/2020,3778,215,109,3,97.05,5.523,2.8,0.077,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,5/10/2020,4033,255,115,6,103.601,6.55,2.954,0.154,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,5/11/2020,4402,369,120,5,113.08,9.479,3.083,0.128,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,5/12/2020,4687,285,122,2,120.401,7.321,3.134,0.051,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,5/13/2020,4967,280,127,5,127.593,7.193,3.262,0.128,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,5/14/2020,5226,259,130,3,134.247,6.653,3.339,0.077,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,5/15/2020,5339,113,136,6,137.149,2.903,3.494,0.154,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,5/16/2020,6402,1063,168,32,164.456,27.307,4.316,0.822,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,5/17/2020,6402,0,168,0,164.456,0,4.316,0,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,5/18/2020,6664,262,169,1,171.186,6.73,4.341,0.026,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,5/19/2020,7072,408,173,4,181.667,10.481,4.444,0.103,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,5/20/2020,7653,581,178,5,196.592,14.925,4.573,0.128,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,5/21/2020,8145,492,187,9,209.231,12.639,4.804,0.231,76.33,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,5/22/2020,8676,531,193,6,222.871,13.64,4.958,0.154,,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,5/23/2020,9216,540,205,12,236.743,13.872,5.266,0.308,,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AFG,Afghanistan,5/24/2020,9998,782,216,11,256.831,20.088,5.549,0.283,,38928341,54.422,18.6,2.581,1.337,1803.987,9.59
AGO,Angola,3/22/2020,2,2,0,0,0.061,0.061,0,0,11.11,32866268,23.89,16.8,2.405,1.362,5819.495,3.94
